,,,,,
,,,,,
State,X,Y,Date,Report ID,Description
,-103.4966,43.89875,11/1/2006,16557, Early evening sighting by motorist on Hwy 244 near Horsethief Lake
,-99.1903,43.37663,11/1/2006,29455, Truck driver has early morning sighting on Highway 44 near Missouri River
,-84.28315,35.2597,8/1/2000,3008, Gold dredgers have afternoon encounter in Cherokee National Forest
,-89.63499,35.537,12/1/1994,6461," Sighting by three hunters just outside of Covington, in area referred to by locals as ""Pilljerk"""
,-86.465,35.11417,7/1/2003,6638, Night time sighting of a white creature near Kelso
,-89.48666,36.09583,8/1/1990,8060, Brief predawn encounter with a smaller creature near the Obion River
,-87.19556,35.20416,9/1/2004,9254, Man working with wrecker has late night encounter in Tennessee woods.
,-87.25375,35.94,October 94 or 95,10486, Early morning sighting near Bon Aqua.
,-84.3046,35.1013,10/1/1986,10771, Motorist has close roadside observation of animal near Chilhowee campground. 
,-86.5101,35.988,August 1988 or 89,10783, Motorist has nighttime sighting of animal near Smyrna.
,-84.0475,35.5559,12/1/2004,10814, Two deer hunters observe upright walking biped near Tallassee.
,-87.38542,36.12318,7/1/1987,11765, Teenager frog gigging has nighttime encounter near Dickson.
,-84.48414,35.18597,7/1/2003,15060, Night time sighting by motorists on Interstate 75 just south of Hiwassee River
,-84.0458,35.3538,3/1/1987,16970, Fly fisherman recalls daylight sighting of a shaggy light haired creature on all-fours in the Cherokee Natio
,-86.7074,35.6753,6/1/1980,22572, Man recalls a close daylight encounter when a bigfoot ran out in front of their truck near Chapel Hill
,-83.53575,35.68449,4/1/1970,23645," Sighting by motorist in the Great Smoky Mountains National Park, not far from the park entrance."
,-86.46987,35.10615,6/9/1905,23823, Man recalls seeing a large creature while driving at night near Fayetteville
,-87.4769,36.1124,7/1/1987,24419, Former park employee describes an encounter in Ruskin Cave Park
,-83.3032,35.4745,8/1/2008,24667, Family vacationing in Pigeon Forge has two sightings on two consecutive nights driving down a mountain road
,-89.25397,36.26451,1976-1978,25432, Man relates a series of encounters with a white bigfoot near Obion
,-86.60155,36.30155,1965-66,25440, Man recalls multiple witness encounter near Hendersonville
,-86.5104,36.5802,5/1/1986,25592, Man recalls a vivid daytime encounter as a youth near Portland
,-84.66167,36.19746,12/1/2009,27522, Daylight sighting of a large bipedal animal near Sunbright
,-86.15759,36.25466,7/1/2010,28005, Two witnesses recount a close daytime encounter with a very curious creature near Lebanon
,-84.88466,35.97231,6/27/1905,31005, Early morning walker witnesses a sasquatch pouncing on a snake east of Crossville
,-85.07263,35.30146,9/1/2011,32537, Nighttime road crossing seen by a couple near Sale Creek
,-82.38587,36.15588,11/1/2012,37267, Close daylight observation by a fisherman at a trout stream near Unicoi
,-98.03333,32.7,10/1/1975,400, Woman remembers encounter not far from Brazos River. 
,-100.5,36,7/1/2000,448, Daylight sighting by ranchers on the banks of the Canadian River
,-95.32,32.13972,10/1/1963,1063," Coon hunters observe large, hairy ""monkey"" in pin oak"
,-94.76362,31.30853,10/1/1968,1526," Couple parked on dirt road encounter hairy, man-like creature"
,-97.5,32.15,6/1/1905,1527, A sighting by two hunters
,-95.5425,32.7943,12/1/1996,2048, Night time road crossing observation
,-95.37666,30.75,12/1/1996,2049, Night time road side observation
,-95.52722,30.61667,7/1/1975,2050, While rowing a boat across a lake in Huntsville Park witness saw a dark animal in the form of a man running a
,-94.86958,32.58125,10/1/1976,2159, Sighting by a man on horseback of two large creatures near Gladewater
,-97.8375,33.29083,3/1/2001,2237, Early morning encounter on North Texas backroad. 
,-95.01264,31.90791,3/1/1974,2379, Man recalls childhood experience with bigfoot
,-97.04361,33.48028,5/1/1990,2394, Four friends saw and heard 8 foot creature plow through the trees while they were out fishing
,-94.3,32.68,4/1/1979,2399," Human-like ""animal"" seen by family while target shooting near an open pasture. "
,-95.48833,31.35833,6/2/1905,2400, While looking into the woods witness saw creature watching them
,-98.055,31.11611,8/1/1977,4137, Hairy 7-8' tall creature confronts fisherman in moonlight
,-95.60834,30.23333,6/5/1905,4138, Two brothers have encounter while building house. 
,-102.6922,31.27278,2/1/2000,4140," Two rabbit hunters witness large, upright, hairy creature near the Pecos River late at night"
,-94.89778,30.73861,5/17/1905,4141," Witness spots a large, dark, hairy creature standing 50 yards away"
,-95.06667,33.67056,11/1/1987,4142, Hunter observes 6' tall hairy figure near a creek
,-95.16028,33.64555,4/1/1982,4143," While searching for their uncle, two boys see a tall creature look at them, grunt and run off towards the woo"
,-94.63458,31.91708,1/1/1998,4144, Truck driver spots tall figure on roadside
,-99.18778,33.16972,6/10/1905,4158," Brothers encounter a large, very well-built, man-like creature"
,-95.58334,30.52361,9/1/2001,4206," Predawn sighting on north side of FM 1375, just east of bridge over Lake Conroe"
,-95.76861,33.48,12/1/1996,4337, Daytime sighting by hunter near Sulphur River.                                                       
,-95.80556,32.57306,11/1/1975,4994, Two boys have afternoon sighting out behind family land in Sabine River Basin. 
,-94.965,32.27444,6/5/1905,6007, Young boy has encounter with young bigfoot on front porch at grandparents' house
,-103.7439,30.77722,10/1/1977,6937, Close encounter near Davis Mountains in West Texas
,-98.35,33.13333,10/1/2002,6941, Man has encounter at close range for several minutes.
,-95.19722,33.845,November 1979-2003,7168, Hunter and family has repeated encounters over two decades
,-94.59222,32.68945,11/1/2003,7505, Woman sees creature by dog kennels in area close to Lake O' the Pines. 
,-95.8775,33.46333,2/1/1992,7519, Bigfoot runs across road in front of woman in car near Pecan Gap
,-97.54944,32.17194,1990-92,7534, Sighting on Brazos River near Lake Whitney
,-94.90528,32.35306,10/1/1999,7546, Driver and child see a bigfoot on side of the road. 
,-94.41528,30.775,10/1/2001,7548," In Woodville, woman sees bigfoot in back yard. "
,-95.82056,33.26222,6/17/1905,7568, US Air Force retiree encounters bigfoot in Sulphur River bottoms near Cooper Lake
,-96.10222,32.94722,12/1/2001,7632, Bigfoots observed demonstrating intimidation behavior near Lake Tawakoni
,-94.37444,32.04361,12/1/1996,7649," Truck driver has early morning encounter near Gary, Texas"
,-102.3881,31.06278,5/25/1905,7653, Two brothers have early morning encounter
,-96.00306,33.19944,8/1/1977,7664, Road cross encounter on Hwy 50 in Sulphur River bottoms
,-94.7375,32.33528,12/1/1980,7670, Duck hunter has encounter on Lake Cherokee. 
,-96.84806,33.69,6/20/1905,7679, Two people have encounter at Lake Texoma
,-95.83639,33.82083,11/1/1979,7758," Road encounter with bigfoot near Direct, Texas"
,-100.4161,31.45417,10/1/1986,7836, Horse rider has daytime encounter near San Angelo. 
,-95.90694,33.61666,2000-2003,7907," Family has encounters on private, hunting land in Red River - Sulphur River corridor. "
,-96.78917,33.71472,1991-1995,8038," Near Lake Texoma and Hagerman Wildlife Refuge, ongoing activity near family home. "
,-94.35722,33.28333,11/1/1986,8039," Deer hunter encounters tall, upright, hairy creature near Wright Patman Lake"
,-94.16666,32.8,6/9/1905,8067, Deer hunter encounters bigfoot at Caddo Lake near Karnack
,-95.27361,33.66666,9/1/1979,8083, Boy encounters bigfoot while fishing on a pond just north of Detroit
,-94.2,32.62194,12/1/1989,8107, Ongoing encounters with a bigfoot on family property at Caddo Lake
,-94.52,32.62389,3/1/2003,8108, Driver sees a bigfoot cross the road near Harleton
,-94.15,32.58333,12/1/2001,8117, Deer hunter has encounter with bigfoot carrying deer hind quarter
,-95.61056,32.69028,January 1992 or 93,8376, Hog hunter encounters unknown animal near Sabine River. 
,-94.85,30.26667,1/1/2004,8441, Couple has early morning sighting on Highway 105 very near the Trinity River
,-98.08611,30.38667,9/1/1980,8530," Two men see unknown, bipedal animal run across road near Pedernales River. "
,-94.2,32.05806,4/1/2004,8547, Hog hunter watches bigfoot kill hog in Sabine River bottoms. 
,-94.79333,30.26861,5/1/2004,8790, Man sees an upright creature jump across wooded trail
,-94.82,30.10305,4/1/2003,8857," Mother and son endure frightening road encounter with hairy, ""man-like"" being. "
,-94.86667,30.08333,6/12/1905,9036, Three motorists have night time road encounter near Kenefick. 
,-94.9,32.51667,6/9/1905,9038," While hunting in Sabine River bottoms, two boys have daytime encounter"
,-94.25694,33.07639,8/1/2004,9137, Route driver has early morning road encounter near Atlanta
,-94.83334,29.88528,8/1/1983,9169," While riding bicycle, teenager has afternoon, close encounter not far from Trinity River"
,-95.09167,30.475,8/1/1996,9305," While riding ATV, police officer has sighting in Sam Houston National Forest"
,-96.29222,29.17805,8/1/2004,9312, Woman and her husband have night time encounter near El Campo
,-96.25,29.38333,1978 or 1979,9315, Boy sees a bigfoot while clearing land
,-96.71,29.02611,9/1/2000,9367, Two family members have night time encounters near Navidad
,-101.3903,32.24083,8/1/1996,9385, Former Special Forces soldier has late night sighting through window not far from Colorado River
,-93.61667,30.72028,4/1/1999,9387, Fisherman has afternoon encounter while bowfishing for gar in Sabine River bottom
,-95.21667,32.18333,6/1/2001,9436, Teenagers have night time sighting on Blackhawk Creek near Whitehouse. 
,-97.83334,32.78611,12/1/1982,9810," While parking near Sunshine Lake, teens have late night encounter"
,-94.86667,30.41667,5/1/2004,9862," While driving between Trinity River and Cleveland, couple has morning road-cross encounter"
,-94.68333,32.01667,11/1/2004,9867, Deer hunters have morning encounter on hunting lease
,-94.72334,33.03333,1960's,9879, Two sisters have late-night sighting through bedroom window
,-95.6,32.16139,4/1/1998,9924, Mother and son have night time encounter on county road. 
,-94.14306,32.01083,4/1/1988,10157," On Sabine River, young fisherman has late night encounter. "
,-94.85,30.01667,12/1/1993,10272, Squirrel hunter has pre-dusk close encounter near Linney Creek
,-96.01666,28.97944,6/4/1905,10273, Teen has visual encounter through window. 
,-95.63,30.6,1/1/2005,10407, Journalist and investigator have early morning sighting in Sam Houston National Forest
,-95.00833,30.40833,November 1978 - 1979,10438, Squirrel hunter has encounters not far from Trinity River.
,-93.94,30.41667,12/1/1983,10506," While sitting on relative's front porch, two children have daytime sighting"
,-95.3,30.63333,1/1/2004,10591, Predator caller has night time encounter in Sam Houston National Forest
,-95.32,30.31667,4/1/2002,10733, Hiker has daytime encounter in Sam Houston National Forest
,-98.09234,32.04417,6/17/1905,11260, Early morning road cross encounter south of Stephenville.
,-94.70139,30.71139,3/1/2005,11325, Teen has sighting through bedroom window. 
,-94.32139,33.09625,11/1/1993,11389, Young man tells of childhood experiences.
,-95.28653,30.3343,7/1/2003,11543," While riding horse, man has mid-day sighting."
,-97.05903,33.77528,12/1/1976,11592, Youth has sighting near bridge.
,-94.47903,31.0232,10/1/1999,11687," While checking deer feeders, hunter has encounter on Neches River."
,-93.972,30.83315,1/1/2003,13028, Two young men have a surprise backyard encounter while watching a meteor shower south of Jasper 
,-93.7,30.8,11/1/1981,13833, Early evening sighting by motorist two miles outside Bon Wier
,-98.3298,32.8269,7/1/1969,14376, Encounter during a summer camp campout near the Brazos River
,-95.6669,31.6212,6/1/2001,14567, Midnight sighting by couple parked in a pasture near Elkhart stargazing
,-95.46671,32.85232,2/1/2006,14638," Woman describes husband's daytime sighting on ranch near Quitman, TX."
,-95.23958,33.36867,6/26/1905,19073, Large creature leaps in front of car on TX-37 near the Sulphur River
,-95.59745,31.1683,"December 1981, 1982",20685, Hunter observes large Bipedal Creature jumping fence near Austonio
,-93.8117,30.12615,8/1/2007,21438, Late Night Sighting by Motorist near I-10
,-101.667,34.93243,10/1/2006,21850," Camper startles a ""Chewbacca"" like creature in Palo Duro Canyon State Park"
,-98.68465,29.56835,3/1/2005,24529, Tall hairy figure leans out from behind a tree to observe woman outside San Antonio
,-95.37101,31.82347,6/3/1905,24539, Two cousins have a sighting in a thunderstorm on a family farm outside Palestine
,-95.10654,30.302,1979/1980,24905, Man recalls a late night encounter while parking in a remote area north of Splendora
,-94.45095,31.2371,8/1/1979,24970, Man recalls daytime sighting 30 years ago as a seismic hole driller in the Angelina National Forest 
,-96.12524,31.93425,8/1/2009,26504, Early morning sighting by a truck driver near Richland Chambers Lake
,-95.12381,30.43703,5/1/1990,27237, Woman recalls seeing huge bigfoot creature from a boat on Lake Livingston
,-95.17966,30.31363,11/1/1997,28873, Motorist recounts daylight sighting on her property east of New Waverly
,-95.35257,32.19202,4/1/2011,29092, Two afternoon sightings by father & son while driving near Tyler
,-97.61,32.675,6/1/2011,30238, Worker has late night encounter at gas well near Aledo
,-97.61,32.675,8/1/2011,30504, Gas field trucker has encounter at well head near Aledo
,-95.12872,32.24271,7/1/1972,31912, Childhood sighting recalled near Whitehouse
,-111.3481,37.8058,5/1/1994,2115, White creature in Utah desert exhibits scouting behavior on ridge above hikers
,-111.6992,40.3857,5/1/1996,2352, Hiker has daylight sighting in Grove Creek Canyon
,-110.9315,40.028,9/1/1977,3022," Nighttime encounter with campers near Duchesne, in Timber Canyon"
,-111.75,41.5,5/15/1905,9962, Daylight sighting off Highway 89 in the Wasatch Mountains.
,-109.9,40.5,12/1/2004,10123," Night time road crossing northwest of Vernal,  Utah."
,-112.35,38.225,8/1/2001,15336," Daytime sighting at Labaron Lake, Fishlake National Forest."
,-111.4988,41.43135,10/1/1977,16470, Husband and wife recall daylight sighting while scouting for deer near Cave Spring off of Monte Cristo
,-112.5,38,11/1/1997,17287, Evening road crossing north of Panquitch.
,-111.5447,40.0445,9/1/2005,23264, Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area
,-111.5281,41.5343,9/1/1999,23822, ATV riders descibe dusk encounter in the Monte Cristo Range
,-111.0837,40.92128,10/1/2004,25154, Two elk hunters & tall bipedal creature startle each other at Chalk Creek east of Coalville
,-109.5143,40.86765,12/1/2008,25265, Man watches a bigfoot in his headlights near Flaming Gorge
,-113.7382,37.182,2/1/2002,26179," Large, bipedal animal crosses road in front of couple near Santa Clara River"
,-112.0179,41.7086,10/1/2007,26948, Daylight sighting by hunter near rural homes in the Wellsville Mountains
,-111.5333,41.96181,1/1/2005,29013, Driver sees a Bigfoot cross the road while snowplowing Logan Canyon
,-111.8038,40.91689,3/1/2004,29690, Driver and passengers have late night sighting on mountain road in Bountiful Canyon
,-77.36115,38.52019,7/1/1957,679, Marine had late night sighting on military base in Quantico
,-79.77946,38.05408,7/1/1992,1769, A sighting by two motorists
,-80.82856,37.29854,3/1/1997,2281, Shocked hikers watch hairy human-like animal run by them 10 feet away
,-78.53718,38.36911,7/1/1993,2283," While out hiking in the woods with his dog, witness smelled a horrible smell. "
,-80.38748,37.02759,5/1/1998,2284," While driving home, witnesses observe 5-6 ft. tall hairy creature in middle of road"
,-81.09017,37.22647,4/1/1984,2285," Boy sees ""Bigfoot"" in the woods while looking out the car window"
,-80.13276,37.2423,4/1/2002,4077," Night sighting on the edge of Salem, within a few miles of Roanoke River"
,-76.6658,37.72693,8/1/1978,4103, Daytime sighting on Route 17 near Church View
,-77.97089,38.02516,12/1/1998,7294, Witnesses in van catch brief glimpse of bipedal figure walking along road near Louisa
,-78.55758,36.63931,May 1970?,7392, Youth catches standing figure in flashlight glow during camp-out
,-79.052,37.585,12/1/2003,9842, Man Sees Large Animal By Roadside
,-79.82829,37.06266,12/1/2004,10082, Hunter has daylight encounter near Gills Creek
,-77.6257,37.44378,6/1/2006,14952, Driver sees running figure along road at night near Woodlake
,-80.98215,36.74465,12/1/1992,17730, Late night sighting by motorists on Hwy 94 near the Wythe County border
,-79.57,37.54,11/1/1973,18623, Memory told of an early morning encounter with hairy biped near Buchanan
,-80.5378,37.3557,8/1/1990,22865, Hairy creature seen watching a college party on Butt Mountain
,-77.23238,38.741,5/26/1905,23400, Upright creature crosses road in the path of a car near Newington Forest
,-80.48,36.745,9/1/2007,24325, Four foot high fence barely slows 8-ft creature north of Fries
,-78.33453,38.73048,9/1/1970,24569, A couple remembers their daylight sighting while driving thru the Shenandoah National Park many years ago
,-77.90815,37.047,5/1/2011,29305, Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigati
,-78.6205,38.9766,2/1/2002,30006, Hikers startled by encounter at remote cabin near Woodstock
,-77.34673,38.48342,9/1/2003,30258, Nighttime road crossing observed by a father and daughter near Quantico Marine Corp Base 
,-79.36079,36.5587,10/1/1976,30462, Witness remembers several incidents including a close encounter on a dark road near Danville
,-77.67422,39.14588,5/1/1970,35477, Memory told of a nighttime sighting while joy riding on train tracks near Purcellville
,-81.48593,36.62492,10/1/2011,36072, Vacationing family observes & photographs a large hair covered figure in Grayson Highlands State
,-78.20517,38.98773,4/1/2013,40959, Morning commuter sees tall biped at close range near Middletown
,-78.48832,38.90323,4/1/2014,45570, Early morning road crossing near Woodstock
,-72.7051,43.4654,10/1/2005,13285," Evening sighting by motorists on Tyson Road, off Route 100, outside Ludlow"
,-122.6228,46.05333,6/6/1905,406," Fisherman observes large, bipedal figure along Kalama River"
,-121.2802,47.3178,10/1/2000,423," Daylight sighting by fisherman near Easton, Washington"
,-122.3003,47.0274,10/1/2000,495," Passing motorist observes a tall, hairy animal in the headlights along a side road just off of the Orting-Kapo"
,-121.5478,46.295,7/1/1991,889, Climber has night-time sighting near Mt. Adams wilderness
,-117.7619,48.65528,7/1/1984,898, Young hunter sees an upright walking animal
,-124.7312,48.1609,7/1/1984,930, Sighting by a school group on summer field trip
,-122.4089,45.8581,6/1/1989,933, Family has face to face encounter with sasquatch in their back yard
,-117.9458,46.37944,9/1/1991,938, Unusual tracks found. 
,-117.9592,46.48917,1/1/2000,939," Large, bipedal creature looking in the cabin window"
,-123.1175,46.1903,7/1/1984,940, Creature stepping over a guardrail
,-122.9179,47.7079,9/1/1981,941, Sighting by a hunter on the edge of a road
,-123.3893,46.9782,7/1/1995,946," Unusual sounds heard, sighting of fast upright animal"
,-121.4142,47.425,11/1/1982,956," Two men, four wheel driving, see Sasquatch on FS road"
,-123.5894,47.33694,10/1/1994,958," Family find fresh, barefooted, humanlike footprints. "
,-123.8886,47.2475,10/1/1997,959, Sighting by a deer hunter on a logging road. 
,-121.5708,45.81611,10/1/1982,986, Hunter observes trio of animals near Nestor Peak Lookout
,-122.0111,47.8925,4/1/1995,1077, Motorist has a daytime sighting of bigfoot crossing a road
,-123.8793,46.7818,11/1/1996,1102," Father and son glimpse large, upright animal while hunting near Smith Slough"
,-123.3769,47.9261,10/1/2000,1106, French hiker observes two bigfoot in Olympic National Park
,-117.8106,48.78389,7/1/1981,1113, Northeast Washington resident sees a bigfoot looking in the window
,-123.8792,47.41306,7/1/1997,1225, Creature seen crossing road
,-123.4822,47.0033,8/1/1972,1226, Teens returning from baseball game were chased by bigfoot. 
,-121.9258,47.2831,10/1/1984,1382, Creature observed by hunters
,-122.1806,47.29944,5/26/1905,1383, Creature seen running along a road
,-121.7713,47.1826,6/1/1990,1388," Hiker encounters huge, upright animal at creek on Grass Mountain"
,-122.3454,47.5279,6/1/1991,1390, Fisherman spots a large upright creature digging on the shore
,-122.7063,47.7613,6/1/1988,1393, Sighting by two hikers
,-121.2303,45.75806,4/1/1991,1395, Hunters observed creature just before vocalization screams were heard
,-123.0966,47.1305,7/1/1960,1495, Man and wife in car see a sasquatch eating frogs on the road
,-123.3261,48.0985,7/1/1982,1504," Nighttime sighting by motorist on Hwy 101 (Coast Highway), 7-8 miles east of Port Angeles"
,-121.9572,48.0028,9/1/2000,1529," Footprint found, scream heard in family corn field"
,-122.8858,47.27667,10/1/1993,1568, Creature observed turning it's head and looking straight at witness
,-117.4214,48.75528,9/1/1998,1570, Three sets of tracks found
,-117.4161,48.74111,5/1/1991,1571, Nighttime sighting by motorists
,-117.3347,48.65083,10/1/1996,1573, Deer hunters find footprints in mud
,-122.6869,46.94913,5/1/1990,1587, Loud vocalizations sounds heard
,-121.4642,47.01278,11/1/1997,1594, Footprints found with huge Toes on each print
,-122.782,47.3704,12/1/1979,1595, Family sees an upright figure covered with black hair that walks across the road in front of their car
,-122.6869,46.94917,8/1/1967,1596," Two men witness three large individuals, two very large and the other about two-thirds their size"
,-122.1767,46.71833,6/1/1991,1600, Civil War Reenactor sees bigfoot cross railroad tracks
,-121.4642,47.01278,6/1/1995,1602, Sighting by campers
,-122.2778,48.36861,8/1/1986,1617, Three hikers see something cross their path
,-122.0144,45.66194,3/1/1969,1621, Fisherman witnesses bigfoot cross the road in front of his car
,-122.1379,46.385,5/20/1905,1644, Witness saw something he felt confident few men had ever seen
,-122.2083,46.27583,8/1/1971,1645, Witness observed creature walking up a hill
,-122.1572,46.15194,11/1/1997,1650, Creature seen by witnesses at the bottom of the hill
,-122.0194,45.62778,4/1/1978,1651," Daylight observation from Beacon Rock, along the Columbia River"
,-122.2375,45.74639,5/1/1972,1652," Multiple witness incident on the western slope of Silver Star Mt., near Pyramid Rock"
,-121.9425,48.2475,5/11/1905,1670," Large footprint find, large creature witnessed by a school bus driver"
,-122.0958,48.11556,1/1/1980,1671, Motorists spots a bigfoot
,-121.3819,48.1472,6/1/1980,1672," Two backpackers see a large, dark, human-like form on a narrow trail"
,-122.0447,47.9817,7/1/1988,1673," A hairy Man-like creature is spotted in a field, close to the road"
,-121.6647,47.7853,2/1/2000,1674," 18"" tracks found in the snow by two witnesses who felt like they were being "" hunted "" by something big. "
,-122.4133,46.803,7/1/1977,1682, Young boy awakened by a loud roaring scream (Part 3)
,-122.7669,46.985,5/1/1984,1683, A fisherman's encounter along a trail near Patison Lake
,-122.1694,46.9974,8/1/1996,1685, Skydivers witness creature while flying over mountain
,-120.6694,46.71444,8/1/1996,1686, Woman sees bigfoot on two occasions along the same road
,-121.0939,46.97944,10/1/1997,1687, Sasquatch seen while father and son were hunting elk
,-120.8681,46.24639,4/24/1905,1689, A tall black creature covered with hair and very muscular was seen walking quickly across a clearing
,-121.7753,45.69833,4/1/1980,1707, Department of Natural Resources tree-planting crew views two animals walking upright near Home Valley
,-121.6769,48.21167,5/1/1975,1722, Creature sighted on White Horse Mt
,-123.82,47.93722,5/1/1905,1723, Mt. Olympus Incident
,-122.1852,47.1772,10/1/1975,1724, Bonney Lake
,-122.1833,47.2416,10/1/1975,1730, Lake Tapps
,-122.1656,48.8178,8/1/1977,1749, Three brownish figures seen moving on nearby foothill
,-122.2963,46.5672,10/1/2000,1772," Family encounters large ""gorilla"" along road west of Morton"
,-122.2739,46.55861,4/1/2000,1776, Mom and son see 2 reddish brown animals in Morton
,-122.2739,46.55861,4/1/2000,1777," Family views large, reddish-brown animal near their home outside of Morton"
,-122.2988,46.5579,6/1/1996,1781, Two boys see a large animal wading in pond near Morton
,-122.2825,47.4549,5/1/1973,1809, Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods
,-121.7692,48.1278,12/1/1977,1880, Man and his children find large barefoot tracks in snow
,-120.1211,48.36361,1/1/1976,1925," Strong odor, crunching footsteps and large human-like tracks found in snow"
,-119.3172,46.23361,3/1/1967,1973," Teen hunter sees a sasquatch at a distance while bird hunting, and found tracks five years before"
,-122.4369,46.61583,4/1/1999,2017," Large animal crosses road in broad day light near Cinabar, Washington"
,-121.3314,48.2681,5/1/1980,2047," Thumping noise heard at night, footprints found in morning"
,-120.2955,47.35305,February 1973?,2070, Two men see something walk up and over ridge behind home
,-118.0711,46.03944,3/1/2001,2195, Girl watches large black sasquatch walk down ridge
,-118.0519,46.0675,3/1/2001,2196, BFRO investigator finds tracks in snow 2001
,-122.382,46.9382,4/1/2001,2303, Woman see's dark upright man-like figure while walking dogs
,-123.6288,46.9705,6/1/1982,2599, Grays Harbor County Sheriff's Department Offense report/summary
,-119.7084,48.95835,5/1/1996,2600, 1996 Memorial Day Weekend Video
,-122.5322,45.7811,January 83 or 84,2744, Large figure crosses the road in dawn hours near Battleground
,-121.3055,46.0722,6/1/2001,3038, Evening sighting by motorist near Glenwood
,-121.2543,48.5149,9/1/2001,3107," Long range sighting of a tall, fast-moving animal traversing a snow field below Table Mountain (Mt. Baker are"
,-121.2309,47.3338,7/1/1965,3150, Three witnesses throwing rocks in lake see a Bigfoot peeking at them
,-121.5863,46.67111,9/1/2001,3202," Nighttime sighting by family on Hwy 12 near Packwood, Labor Day Weekend"
,-122.69,46.96515,4/1/1979,3281," At night, soldier in training has sighting at Ft. Lewis"
,-122.1652,46.766,January early 90's,3400," Two experienced hunters see bigfoot, throw rock at it, and watch it turn and walk into timber"
,-121.51,47.0466,5/1/1995,3438, Five member family camping see a hairy upright animal
,-121.6738,48.86,10/1/1984,3518," Morning sighting by hiker, near Shuksan"
,-122.4988,46.3261,5/1/2002,4301," Elk hunter sees large, black animal walking upright along the Toutle River"
,-121.9008,47.6068,6/1/1999,4335," Vocalization, followed by sighting near Carnation/Fall City"
,-123.1875,46.1911,July 1952-53,4353," Young man encounters two large, upright animals near the Columbia River, west of Longview"
,-122.5855,46.3758,5/1/2002,4359, Motorists spot sasquatch and give chase near Mt. St. Helens
,-122.1983,46.7002,1994?,4380, Dirty white animal seen near apple orchard
,-121.5344,47.0183,8/1/1982,4452, US Army Ranger training mission near Greenwater finds large barefoot human shaped tracks
,-121.3114,47.6181,8/1/1977,4583," Early afternoon sighting by motorist on US Hwy 2, near Skykomish"
,-122.9627,46.6622,5/1/2001,4737, Afternoon sighting by family on I-5 near Chehalis
,-121.9063,45.8083,8/1/2002,4738," Fishermen encounter upright, slender animal near Lone Butte"
,-122.028,46.3105,10/1/1999,4779, Large animal lures men away from possible younger animal near Mt. St. Helens
,-121.745,48.53944,8/1/2002,4808, Road trip pit stop in the woods
,-121.9658,47.288,4/1/1992,4859, Daytime sighting by horseback riders one mile from Green River Gorge Bridge
,-122.4275,46.5347,9/1/2002,4940, Morning sighting by three fishermen near the east end of Riffe Lake
,-123.2135,47.8306,5/16/1905,5299, Camping group has night time sighting near the Dosewallips River
,-121.6279,47.0019,11/1/2002,5331, Upright creature walks on two legs towards hunter near Mt. Rainier National Park
,-121.5867,46.67389,11/1/1969,5452," A large bipedal animal seen in the headlights on hwy 12,  5 miles East of Packwood"
,-121.5863,46.6711,11/1/1969,5453, Large bipedal animal seen 5 miles East of Packwood on Hwy 12
,-120.9855,45.9358,8/1/1993,5495, Large prints found in mud and then vocalizations heard south of Yakama Reservation
,-122.2156,48.76075,8/1/1972,5771, Silhouette awakens boy while camping near S. Fork Nooksack River
,-123.5439,46.33425,4/1/2003,6232, Nighttime sighting by motorist on KM Hill near Skamokawa
,-117.2776,48.83558,8/1/2002,6303, Woman kayaking with family at Sullivan lake sees bigfoot
,-122.7919,47.94056,5/1/2003,6309, Man see's an upright animal walk across the road
,-120.4474,46.4984,8/1/1965,6347, Daylight sighting by residents near Yakima River
,-123.6081,46.35639,11/1/1978,6425, Two hunters have a close encounter
,-122.3985,45.8331,8/1/2003,6806," Man approached by Sasquatch, south of Yacolt, WA"
,-123.8763,47.4259,6/1/1978,7003, Truck driver has brief roadside sighting
,-121.0909,46.80505,9/1/2003,7117," Hunter sees bigfoot cross road behind him west of Nile, WA"
,-123.2022,47.4028,8/1/1992,7146, Two teenage boys are approached during lakeside play
,-121.6352,47.8573,4/1/1994,7229, Father and son encounter an ape-like creature near a stream
,-122.8294,46.0471,7/1/2001,7382, Various incidents along the Kalama River.
,-117.9793,46.0573,11/1/2003,7406," Father and Son Hunting Mill Creek Drainage Near Walla Walla, WA see biped walking across slope"
,-122.5344,47.763,7/1/1997,7441, Forest worker has many encounters with bigfoot
,-124.072,46.81045,10/1/1999,7455, Hunting couple has visual and auditory encounter near coast
,-122.2187,47.39,12/1/1986,7483, Morning daylight sighting around rural homes near Kent
,-121.9256,46.3105,June 1990-1991,8339, Couple has sighting of something standing on a gravel road
,-122.4076,45.8911,2/1/1993,8375," While constructing ""fort,"" young teenager has afternoon sighting in Amboy off Rotschy Road"
,-121.8943,47.87725,3/1/1987,8597, Bigfoot crosses road in front of two teens going to school
,-122.2356,47.0958,September 1998 ?-,8777, Boy observes sasquatch on hillside near Orting
,-122.4078,48.68985,September about 1980,9197, Motorist surprises animal crossing freeway
,-121.95,46.05,11/1/2004,9946, Motorist Has Late Night Sighting Near Eagle Cliff
,-117.3606,47.62769,6/7/1905,10354, Boy scout observes large brown animal on two legs run by him
